dt,sale_amount,product_id,store_id,first_category_id,second_category_id,third_category_id,discount,holiday_flag,activity_flag,mes,dia_mes,dia_semana,fin_semana,horas_con_stock,venta_lag_1,venta_lag_7,venta_promedio_7d,venta_promedio_14d,stock_lag_1
2024-03-28,3.4,001,0,20,50,24,0.996,0,0,3,28,3,0,0,,,,,
2024-03-29,2.5,001,0,20,50,24,0.997,0,0,3,29,4,0,0,3.4,,3.4,3.4,0.0
2024-03-30,4.5,001,0,20,50,24,1.0,1,0,3,30,5,1,0,2.5,,2.95,2.95,0.0
2024-03-31,4.4,001,0,20,50,24,0.999,1,0,3,31,6,1,5,4.5,,3.466666666666667,3.466666666666667,0.0
2024-04-01,3.3,001,0,20,50,24,0.997,0,0,4,1,0,0,6,4.4,,3.7,3.7,3.0
2024-04-02,3.5,001,0,20,50,24,0.993,0,0,4,2,1,0,3,3.3,,3.62,3.62,3.0
2024-04-03,1.9,001,0,20,50,24,1.0,0,0,4,3,2,0,0,3.5,,3.6,3.6,0.0
2024-04-04,5.4,001,0,20,50,24,0.997,1,0,4,4,3,0,4,1.9,3.4,3.357142857142857,3.357142857142857,0.0
2024-04-05,2.9,001,0,20,50,24,0.996,1,0,4,5,4,0,7,5.4,2.5,3.642857142857143,3.6125,2.0
2024-04-06,0.3,001,0,20,50,24,1.0,1,0,4,6,5,1,24,2.9,4.5,3.7,3.533333333333333,2.0
2024-04-07,3.9,001,0,20,50,24,0.997,0,0,4,7,6,1,11,0.3,4.4,3.1,3.21,16.0
2024-04-08,3.6,001,0,20,50,24,1.0,0,0,4,8,0,0,12,3.9,3.3,3.0285714285714285,3.272727272727273,3.0
2024-04-09,6.6,001,0,20,50,24,1.0,0,0,4,9,1,0,4,3.6,3.5,3.0714285714285716,3.3000000000000003,5.0
2024-04-10,5.5,001,0,20,50,24,1.0,0,0,4,10,2,0,2,6.6,1.9,3.514285714285714,3.553846153846154,0.0
2024-04-11,2.0,001,0,20,50,24,1.0,0,0,4,11,3,0,6,5.5,5.4,4.0285714285714285,3.692857142857143,0.0
2024-04-12,4.5,001,0,20,50,24,0.999,0,0,4,12,4,0,4,2.0,2.9,3.5428571428571423,3.5928571428571425,0.0
2024-04-13,3.7,001,0,20,50,24,1.0,1,0,4,13,5,1,12,4.5,0.3,3.7714285714285714,3.7357142857142853,2.0
2024-04-14,4.1,001,0,20,50,24,0.999,1,0,4,14,6,1,11,3.7,3.9,4.257142857142857,3.6785714285714284,6.0
2024-04-15,2.7,001,0,20,50,24,1.0,0,0,4,15,0,0,5,4.1,3.6,4.285714285714286,3.657142857142857,6.0
2024-04-16,3.9,001,0,20,50,24,1.0,0,0,4,16,1,0,0,2.7,6.6,4.157142857142857,3.614285714285714,0.0
2024-04-17,3.5,001,0,20,50,24,1.0,0,0,4,17,2,0,8,3.9,5.5,3.7714285714285714,3.642857142857143,0.0
2024-04-18,3.5,001,0,20,50,24,1.0,0,0,4,18,3,0,2,3.5,2.0,3.4857142857142853,3.757142857142857,6.0
2024-04-19,6.6,001,0,20,50,24,1.0,0,0,4,19,4,0,0,3.5,4.5,3.6999999999999997,3.6214285714285714,0.0
2024-04-20,3.0,001,0,20,50,24,1.0,1,0,4,20,5,1,3,6.6,3.7,4.0,3.885714285714286,0.0
2024-04-21,7.0,001,0,20,50,24,1.0,1,0,4,21,6,1,0,3.0,4.1,3.9,4.078571428571428,3.0
2024-04-22,3.4,001,0,20,50,24,1.0,0,0,4,22,0,0,0,7.0,2.7,4.314285714285714,4.3,0.0
2024-04-23,2.8,001,0,20,50,24,1.0,0,0,4,23,1,0,5,3.4,3.9,4.414285714285714,4.285714285714286,0.0
2024-04-24,2.9,001,0,20,50,24,1.0,0,0,4,24,2,0,8,2.8,3.5,4.257142857142857,4.014285714285714,3.0
2024-04-25,2.4,001,0,20,50,24,1.0,0,0,4,25,3,0,6,2.9,3.5,4.171428571428572,3.8285714285714287,5.0
2024-04-26,3.7,001,0,20,50,24,1.0,0,0,4,26,4,0,0,2.4,6.6,4.014285714285714,3.8571428571428568,0.0
2024-04-27,3.8,001,0,20,50,24,1.0,1,0,4,27,5,1,9,3.7,3.0,3.6,3.8000000000000003,0.0
2024-04-28,2.9,001,0,20,50,24,0.996,1,0,4,28,6,1,6,3.8,7.0,3.7142857142857144,3.807142857142857,7.0
2024-04-29,3.1,001,0,20,50,24,0.992,0,0,4,29,0,0,0,2.9,3.4,3.1285714285714286,3.7214285714285715,0.0
2024-04-30,3.4,001,0,20,50,24,1.0,0,0,4,30,1,0,7,3.1,2.8,3.085714285714286,3.75,0.0
2024-05-01,3.4,001,0,20,50,24,1.0,1,0,5,1,2,0,13,3.4,2.9,3.1714285714285713,3.7142857142857144,5.0
2024-05-02,2.0,001,0,20,50,24,1.0,1,0,5,2,3,0,6,3.4,2.4,3.242857142857143,3.707142857142857,5.0
2024-05-03,3.1,001,0,20,50,24,0.993,1,0,5,3,4,0,0,2.0,3.7,3.185714285714286,3.6,0.0
2024-05-04,3.3,001,0,20,50,24,1.0,1,0,5,4,5,1,8,3.1,3.8,3.1,3.35,0.0
2024-05-05,6.0,001,0,20,50,24,1.0,1,0,5,5,6,1,13,3.3,2.9,3.0285714285714285,3.3714285714285714,6.0
2024-05-06,2.4,001,0,20,50,24,1.0,0,0,5,6,0,0,9,6.0,3.1,3.4714285714285715,3.3000000000000003,9.0
2024-05-07,5.9,001,0,20,50,24,1.0,0,0,5,7,1,0,2,2.4,3.4,3.371428571428571,3.228571428571428,4.0
2024-05-08,1.8,001,0,20,50,24,0.991,0,0,5,8,2,0,12,5.9,3.4,3.7285714285714286,3.4499999999999997,0.0
2024-05-09,3.1,001,0,20,50,24,1.0,0,0,5,9,3,0,12,1.8,2.0,3.5,3.3714285714285714,10.0
2024-05-10,4.6,001,0,20,50,24,1.0,0,0,5,10,4,0,8,3.1,3.1,3.6571428571428575,3.4214285714285717,4.0
2024-05-11,4.6,001,0,20,50,24,0.995,1,0,5,11,5,1,11,4.6,3.3,3.8714285714285714,3.4857142857142853,0.0
2024-05-12,4.1,001,0,20,50,24,1.0,1,0,5,12,6,1,17,4.6,6.0,4.057142857142857,3.542857142857143,3.0
2024-05-13,2.9,001,0,20,50,24,1.0,0,0,5,13,0,0,12,4.1,2.4,3.7857142857142856,3.6285714285714286,10.0
2024-05-14,3.3,001,0,20,50,24,1.0,0,0,5,14,1,0,13,2.9,5.9,3.857142857142857,3.6142857142857143,4.0
2024-05-15,3.5,001,0,20,50,24,1.0,0,0,5,15,2,0,9,3.3,1.8,3.4857142857142853,3.607142857142857,5.0
2024-05-16,3.1,001,0,20,50,24,1.0,0,0,5,16,3,0,11,3.5,3.1,3.728571428571428,3.6142857142857143,1.0
2024-05-17,3.2,001,0,20,50,24,0.994,0,0,5,17,4,0,9,3.1,4.6,3.7285714285714286,3.6928571428571426,4.0
2024-05-18,5.3,001,0,20,50,24,0.996,1,0,5,18,5,1,6,3.2,4.6,3.5285714285714285,3.6999999999999997,4.0
2024-05-19,5.9,001,0,20,50,24,0.996,1,0,5,19,6,1,8,5.3,4.1,3.628571428571429,3.8428571428571425,0.0
2024-05-20,3.7,001,0,20,50,24,1.0,0,0,5,20,0,0,11,5.9,2.9,3.8857142857142857,3.835714285714286,6.0
2024-05-21,4.9,001,0,20,50,24,1.0,0,0,5,21,1,0,4,3.7,3.3,4.0,3.9285714285714284,5.0
2024-05-22,4.8,001,0,20,50,24,0.991,0,0,5,22,2,0,0,4.9,3.5,4.228571428571429,3.857142857142857,0.0
2024-05-23,0.2,001,0,20,50,24,1.0,0,0,5,23,3,0,18,4.8,3.1,4.414285714285715,4.071428571428571,0.0
2024-05-24,2.5,001,0,20,50,24,1.0,0,0,5,24,4,0,6,0.2,3.2,4.0,3.864285714285714,16.0
2024-05-25,6.8,001,0,20,50,24,1.0,1,0,5,25,5,1,8,2.5,5.3,3.9,3.7142857142857144,0.0
2024-05-26,7.1,001,0,20,50,24,0.999,1,0,5,26,6,1,12,6.8,5.9,4.114285714285715,3.8714285714285714,6.0
2024-05-27,0.0,001,0,20,50,24,1.0,0,0,5,27,0,0,24,7.1,3.7,4.285714285714286,4.085714285714286,4.0
2024-05-28,0.0,001,0,20,50,24,1.0,0,0,5,28,1,0,24,0.0,4.9,3.7571428571428567,3.878571428571429,16.0
2024-05-29,0.0,001,0,20,50,24,1.0,0,0,5,29,2,0,24,0.0,4.8,3.057142857142857,3.642857142857143,16.0
2024-05-30,3.9,001,0,20,50,24,1.0,0,0,5,30,3,0,5,0.0,0.2,2.371428571428571,3.392857142857143,16.0
2024-05-31,1.2,001,0,20,50,24,1.0,0,0,5,31,4,0,12,3.9,2.5,2.9,3.45,0.0
2024-06-01,2.8,001,0,20,50,24,1.0,1,0,6,1,5,1,3,1.2,6.8,2.7142857142857144,3.307142857142857,10.0
2024-06-02,5.2,001,0,20,50,24,1.0,1,0,6,2,6,1,0,2.8,7.1,2.142857142857143,3.128571428571429,0.0
2024-06-03,4.54,001,0,20,50,24,1.0,0,0,6,3,0,0,1,5.2,0.0,1.8714285714285714,3.0785714285714283,0.0
2024-06-04,3.1,001,0,20,50,24,1.0,0,0,6,4,1,0,10,4.54,0.0,2.52,3.1385714285714283,0.0
2024-06-05,3.6,001,0,20,50,24,0.982,0,0,6,5,2,0,7,3.1,0.0,2.9628571428571426,3.0099999999999993,7.0
2024-06-06,3.6,001,0,20,50,24,0.987,0,0,6,6,3,0,4,3.6,3.9,3.4771428571428573,2.924285714285714,2.0
2024-06-07,2.58,001,0,20,50,24,0.984,0,0,6,7,4,0,0,3.6,1.2,3.4342857142857146,3.1671428571428573,0.0
2024-06-08,4.8,001,0,20,50,24,0.987,1,0,6,8,5,1,0,2.58,2.8,3.6314285714285712,3.172857142857143,0.0
2024-06-09,5.3,001,0,20,50,24,0.986,1,0,6,9,6,1,0,4.8,5.2,3.9171428571428573,3.0300000000000002,0.0
2024-06-10,5.5,001,0,20,50,24,0.997,1,0,6,10,0,0,0,5.3,4.54,3.9314285714285715,2.9014285714285712,0.0
2024-06-11,4.8,001,0,20,50,24,0.979,0,0,6,11,1,0,3,5.5,3.1,4.0685714285714285,3.294285714285714,0.0
2024-06-12,0.1,001,0,20,50,24,1.0,0,0,6,12,2,0,24,4.8,3.6,4.311428571428571,3.6371428571428566,1.0
2024-06-13,0.0,001,0,20,50,24,1.0,0,0,6,13,3,0,24,0.1,3.6,3.8114285714285714,3.644285714285714,16.0
2024-06-14,2.2,001,0,20,50,24,0.974,0,0,6,14,4,0,6,0.0,2.58,3.2971428571428567,3.3657142857142857,16.0
2024-06-15,4.4,001,0,20,50,24,0.989,1,0,6,15,5,1,8,2.2,4.8,3.242857142857143,3.4371428571428573,0.0
2024-06-16,3.8,001,0,20,50,24,0.992,1,0,6,16,6,1,17,4.4,5.3,3.185714285714286,3.551428571428571,6.0
2024-06-17,4.2,001,0,20,50,24,0.993,0,0,6,17,0,0,4,3.8,5.5,2.9714285714285715,3.4514285714285715,9.0
2024-06-18,2.4,001,0,20,50,24,0.981,0,0,6,18,1,0,7,4.2,4.8,2.7857142857142856,3.4271428571428575,0.0
2024-06-19,2.0,001,0,20,50,24,0.976,0,0,6,19,2,0,19,2.4,0.1,2.442857142857143,3.3771428571428572,5.0
2024-06-20,5.0,001,0,20,50,24,0.989,0,0,6,20,3,0,10,2.0,0.0,2.7142857142857144,3.262857142857143,11.0
2024-06-21,4.9,001,0,20,50,24,0.992,0,0,6,21,4,0,6,5.0,2.2,3.4285714285714284,3.3628571428571425,2.0
2024-06-22,8.6,001,0,20,50,24,0.995,1,0,6,22,5,1,0,4.9,4.4,3.8142857142857145,3.528571428571429,0.0
2024-06-23,7.3,001,0,20,50,24,0.994,1,0,6,23,6,1,0,8.6,3.8,4.414285714285715,3.8000000000000003,0.0
2024-06-24,4.2,001,0,20,50,24,0.989,0,0,6,24,0,0,0,7.3,4.2,4.914285714285714,3.942857142857143,0.0
2024-06-25,4.5,001,0,20,50,24,1.0,0,0,6,25,1,0,0,4.2,2.4,4.914285714285714,3.85,0.0
2024-03-28,0.3,002,0,4,28,1,1.0,0,0,3,28,3,0,24,,,,,
2024-03-29,5.0,002,0,4,28,1,1.0,0,0,3,29,4,0,6,0.3,,0.3,0.3,16.0
2024-03-30,6.6,002,0,4,28,1,1.0,1,0,3,30,5,1,0,5.0,,2.65,2.65,0.0
2024-03-31,8.0,002,0,4,28,1,1.0,1,0,3,31,6,1,0,6.6,,3.9666666666666663,3.9666666666666663,0.0
2024-04-01,0.5,002,0,4,28,1,1.0,0,0,4,1,0,0,16,8.0,,4.975,4.975,0.0
2024-04-02,5.4,002,0,4,28,1,1.0,0,0,4,2,1,0,3,0.5,,4.08,4.08,14.0
2024-04-03,5.5,002,0,4,28,1,1.0,0,0,4,3,2,0,0,5.4,,4.3,4.3,0.0
2024-04-04,4.2,002,0,4,28,1,1.0,1,0,4,4,3,0,12,5.5,0.3,4.471428571428571,4.471428571428571,0.0
2024-04-05,4.6,002,0,4,28,1,1.0,1,0,4,5,4,0,3,4.2,5.0,5.028571428571428,4.4375,10.0
2024-04-06,6.6,002,0,4,28,1,1.0,1,0,4,6,5,1,7,4.6,6.6,4.971428571428571,4.455555555555556,0.0
2024-04-07,4.7,002,0,4,28,1,1.0,0,0,4,7,6,1,13,6.6,8.0,4.971428571428571,4.67,5.0
2024-04-08,4.7,002,0,4,28,1,1.0,0,0,4,8,0,0,9,4.7,0.5,4.5,4.672727272727273,5.0
2024-04-09,3.5,002,0,4,28,1,1.0,0,0,4,9,1,0,11,4.7,5.4,5.1000000000000005,4.675,5.0
2024-04-10,4.6,002,0,4,28,1,1.0,0,0,4,10,2,0,9,3.5,5.5,4.828571428571429,4.584615384615384,5.0
2024-04-11,4.9,002,0,4,28,1,1.0,0,0,4,11,3,0,6,4.6,4.2,4.7,4.585714285714286,4.0
2024-04-12,5.7,002,0,4,28,1,1.0,0,0,4,12,4,0,5,4.9,4.6,4.8,4.914285714285714,0.0
2024-04-13,7.8,002,0,4,28,1,1.0,1,0,4,13,5,1,10,5.7,6.6,4.957142857142857,4.964285714285714,3.0
2024-04-14,6.8,002,0,4,28,1,1.0,1,0,4,14,6,1,10,7.8,4.7,5.128571428571428,5.05,4.0
2024-04-15,6.4,002,0,4,28,1,1.0,0,0,4,15,0,0,5,6.8,4.7,5.428571428571429,4.964285714285714,5.0
2024-04-16,6.2,002,0,4,28,1,1.0,0,0,4,16,1,0,5,6.4,3.5,5.671428571428571,5.385714285714286,0.0
2024-04-17,3.6,002,0,4,28,1,1.0,0,0,4,17,2,0,13,6.2,4.6,6.057142857142857,5.442857142857142,3.0
2024-04-18,2.8,002,0,4,28,1,1.0,0,0,4,18,3,0,15,3.6,4.9,5.9142857142857155,5.307142857142857,6.0
2024-04-19,4.7,002,0,4,28,1,1.0,0,0,4,19,4,0,0,2.8,5.7,5.614285714285714,5.207142857142857,9.0
2024-04-20,9.2,002,0,4,28,1,1.0,1,0,4,20,5,1,0,4.7,7.8,5.471428571428572,5.214285714285714,0.0
